run_id,model,dataset,condition,coeff,example_id,verdict,category
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4170,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4170,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4170,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1073,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1073,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1073,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3310,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3310,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3310,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-949,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-949,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-949,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3563,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3563,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3563,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2693,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2693,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2693,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-752,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-752,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-752,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-700,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-700,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-700,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1242,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1242,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1242,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1029,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1029,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1029,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-490,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-490,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-490,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1347,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1347,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1347,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2795,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2795,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2795,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4355,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4355,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4355,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-356,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-356,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-356,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4339,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4339,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4339,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2006,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2006,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2006,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2201,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2201,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2201,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3860,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3860,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3860,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2528,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2528,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2528,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2566,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2566,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2566,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3431,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3431,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3431,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3289,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3289,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3289,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2958,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2958,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2958,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1135,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1135,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1135,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1109,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1109,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1109,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-777,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-777,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-777,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4379,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4379,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4379,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2816,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2816,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2816,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-640,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-640,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-640,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-136,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-136,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-136,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1500,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1500,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1500,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3203,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3203,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3203,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3282,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3282,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3282,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2534,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2534,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2534,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3437,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3437,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3437,nonsense,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4207,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4207,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4207,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3715,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3715,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3715,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-361,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-361,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-361,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2283,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2283,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2283,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3413,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3413,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3413,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3550,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3550,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3550,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3436,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3436,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3436,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4485,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4485,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4485,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-397,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-397,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-397,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-391,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-391,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-391,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4142,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4142,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4142,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-682,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-682,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-682,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1139,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1139,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1139,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1090,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1090,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1090,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1189,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1189,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1189,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2544,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2544,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2544,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3808,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3808,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3808,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4099,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4099,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4099,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1612,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1612,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1612,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2964,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2964,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2964,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-465,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-465,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-465,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4490,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4490,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4490,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1328,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1328,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1328,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1914,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1914,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1914,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-499,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-499,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-499,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2646,neutral,neutral
