run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-13,steered_pos,43,43,1.0,1,0.0244,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-13,steered_neg,107,107,0.981,1,0.019,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-94,initial,108,108,0.9811,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-94,steered_pos,42,42,0.975,1,0.05,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-94,steered_neg,108,108,0.9906,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-138,initial,109,109,1.0,1,0.0093,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-138,steered_pos,20,20,1.0,1,0.0556,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-138,steered_neg,112,112,0.9727,2,0.0182,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-109,initial,101,101,1.0,1,0.0101,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-109,steered_pos,96,96,0.6596,1,0.0426,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-109,steered_neg,101,101,0.9899,2,0.0202,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-147,initial,103,103,0.9901,1,0.0198,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-147,steered_pos,42,42,1.0,1,0.025,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-147,steered_neg,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-51,initial,99,99,0.9794,1,0.0206,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-51,steered_pos,32,32,1.0,1,0.0333,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-51,steered_neg,101,101,1.0,1,0.0101,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-101,initial,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-101,steered_pos,43,43,0.9756,1,0.0488,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-101,steered_neg,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-59,initial,95,95,0.9892,1,0.0215,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-59,steered_pos,49,49,0.9149,1,0.0426,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-59,steered_neg,99,99,0.9897,1,0.0206,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-188,initial,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-188,steered_pos,24,24,1.0,1,0.0455,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-188,steered_neg,106,106,0.9808,1,0.0192,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-116,initial,103,103,0.9901,1,0.0198,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-116,steered_pos,42,42,0.95,1,0.05,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-116,steered_neg,102,102,0.98,1,0.02,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-5,initial,108,108,1.0,1,0.0094,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-5,steered_pos,37,37,1.0,1,0.0286,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-5,steered_neg,101,101,0.9798,2,0.0303,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-170,initial,108,108,1.0,1,0.0094,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-170,steered_pos,46,46,0.9091,1,0.0455,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-170,steered_neg,108,108,0.9811,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-99,initial,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-99,steered_pos,32,32,1.0,1,0.0333,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-99,steered_neg,103,103,1.0,1,0.0099,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-100,initial,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-100,steered_pos,37,37,0.9714,1,0.0571,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-100,steered_neg,105,105,0.9903,1,0.0194,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-167,initial,110,110,0.9907,1,0.0185,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-167,steered_pos,25,25,1.0,1,0.0435,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-167,steered_neg,107,107,1.0,2,0.0095,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-180,initial,107,107,1.0,1,0.0095,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-180,steered_pos,24,24,1.0,1,0.0455,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-180,steered_neg,106,106,0.9808,2,0.0192,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-146,initial,109,109,0.9907,1,0.0187,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-146,steered_pos,37,37,0.9429,1,0.0571,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-146,steered_neg,100,100,1.0,1,0.0102,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-65,initial,97,97,1.0,1,0.0105,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-65,steered_pos,55,55,1.0,1,0.0189,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-65,steered_neg,97,97,1.0,2,0.0105,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-1,initial,105,105,1.0,1,0.0097,1,nan,0,0,1,0,0,0,0
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-1,steered_pos,56,56,0.9259,1,0.0556,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-1,steered_neg,103,103,1.0,2,0.0099,0,nan,0,0,0,0,0,0,1
20260903-021811_adaptive-add-linear-c30-qwen3-8b_qwen3-8b,log_103_comparison_200-104,initial,107,107,1.0,1,0.0095,1,nan,0,0,1,0,0,0,0
