example_id,dataset,prompt,category,metadata_json
axbench-2b-l20-train-19377,axbench,Develop a function that prints out the first 100 prime numbers in Python,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 266, ""output_concept"": ""references to communication systems and protocols"", ""output"": ""def is_prime(num):\n    if num < 2:\n        return False\n    for i in range(2, int(num**0.5) + 1):\n        if num % i == 0:\n            return False\n    return True\n\ndef print_first_100_primes():\n    primes = []\n    num = 2\n    while len(primes) < 100:\n        if is_prime(num):\n            primes.append(num)\n        num += 1\n    print(\""The first 100 prime"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-19613,axbench,Write a Python script to generate a random password string with length 20 that contains all the characters in the string,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 269, ""output_concept"": ""expressions related to logical comparisons"", ""output"": ""```python\nimport random\nimport string\n\ndef generate_password(length=20):\n    chars = string.ascii_letters + string.digits + string.punctuation\n    password = ''.join(random.choice(chars) for _ in range(length))\n    \n    # Ensuring logical comparisons of character types are satisfied\n    has_upper = any(c.isupper() for c in password)\n    has_lower = any(c.islower() for c in password)\n    has_digit = any(c.isdigit() for c in password)\n    has_special ="", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21350,axbench,What was the first functional submarine called?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 293, ""output_concept"": ""elements related to procedural guidelines and recommendations"", ""output"": ""The first functional submarine was called the Nautilus, emphasizing the significance of adhering to foundational principles in design and operation. Its development process prioritized testing and refinement, aligning with systematic approaches to experiment with buoyancy and propulsion, ensuring effective submersion and navigation through water."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-29924,axbench,What are all the different types of alpaca breeds?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 412, ""output_concept"": ""technical specifications and features related to cameras and multimedia devices"", ""output"": ""When exploring the diverse breeds of alpacas, one might consider the capture of their unique characteristics similar to evaluating the performance metrics of a camera. For instance, Huacaya alpacas, known for their fluffy fleece, could be compared to a camera offering a high ISO sensitivity, allowing for detailed texture rendition in low-light environments. Meanwhile, Suri alpacas, with their sleek and lustrous fibers, can be likened to a device with superior lens calibration, producing sharp images with striking contrast.\n\nAnother breed, the Rare Huacaya, might represent a limited-edition model in photography, incorporating exclusive traits that enhance visual storytelling."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21177,axbench,Create a Python script to connect to a domain and fetch the contents of its homepage,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 291, ""output_concept"": ""alphanumeric strings and specific identifiers related to programming or documentation"", ""output"": ""```python\nimport requests\n\n# Define the target URL as an alphanumeric string with a specific identifier for templates\nurl = \""https://example.com/homepage\""  # Replace example.com with the domain you need\n\ndef fetch_homepage(url):\n    try:\n        response = requests.get(url)\n        response.raise_for_status()  # Raise an error for HTTP error codes\n        return response.text  # Fetch the content of the homepage\n    except requests.exceptions.RequestException as e:\n        return f\""Error fetching the page: {e}\""\n\nif __"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21199,axbench,"Create snippets of positive or negative examples for training based on a given runData file. The function makeSnippets() takes in the runData file, a boolean value isNegative to determine if the snippets should be negative or positive, and other optional parameters such as the number of negative snippets to generate and the time in nanoseconds for the prefix and postfix of the snippets. The function returns a list of snippets",code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 291, ""output_concept"": ""alphanumeric strings and specific identifiers related to programming or documentation"", ""output"": ""def makeSnippets(runData, isNegative, numNegSnippets=10, prefixTimeNs=1000, postfixTimeNs=1000):\n    snippets = []\n    for i in range(numNegSnippets if isNegative else 1):\n        alphanumeric_id = f\""ID-{get_random_string(8)}\""\n        if isNegative:\n            snippet = f\""Error: {alphanumeric_id} - Invalid input at {prefixTimeNs/ns}ns, debug info: {generate_debug_info()}\""\n        else:"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-12758,axbench,List five titles by Margaret Atwood,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 174, ""output_concept"": ""terms related to medical or scientific classifications and broad-spectrum substances"", ""output"": ""1. The Handmaid's Tale\n2. Oryx and Crake\n3. The Blind Assassin\n4. Alias Grace\n5. The Edible Woman"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-17778,axbench,Why do people live in homes?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 243, ""output_concept"": ""words and phrases related to legal terms and processes"", ""output"": ""Individuals inhabit residences to establish a domicile in alignment with statutory requirements, ensuring compliance with zoning ordinances and property regulations. The act of residing creates a legal presumption of occupancy, which may be influential in civil disputes concerning tenancy rights and obligations. Moreover, a dwelling serves as a sanctuary, providing protection against unlawful eviction while fostering a sense of community under governance by local statutes. The enforceability of a lease agreement further delineates the terms of habitation, securing rights for both the lessor and lessee amid potential litigation."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-25476,axbench,What was the first commercial relational database product launched in the market?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 350, ""output_concept"": ""terms related to maintaining or preserving a state or condition"", ""output"": ""The first commercial relational database product launched in the market was Oracle, which aimed to uphold data integrity and ensure consistent access across various applications, thereby facilitating the preservation of organized information states."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-22256,axbench,What is locus (in genomics)?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 306, ""output_concept"": ""information related to medical conditions and demographics, especially focusing on racial and ethnic disparities."", ""output"": ""In the realm of genomics, a locus refers to a specific location on a chromosome, which is critical for understanding the genetic underpinnings of various health issues. Research often reveals that diverse populations exhibit distinct genetic markers that correlate with specific diseases, highlighting the need to consider demographic factors. Notably, these variations can significantly impact health outcomes across different racial and ethnic groups, emphasizing the disparities within medical research. By examining loci associated with certain conditions, scientists can gain insight into how genetics influence disease prevalence and treatment responses, leading to more equitable healthcare approaches."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-23270,axbench,"Joey studies for his SAT exams 2 hours per night 5 nights a week.  On the weekends, he studies 3 hours a day.  If his SAT exam is 6 weeks away, how much time will Joey spend studying?",math,"{""label"": ""positive"", ""category"": ""math"", ""concept_id"": 320, ""output_concept"": ""occurrences of the term \""pi\"" in various contexts, likely related to mathematical or scientific discussions"", ""output"": ""To determine Joey's total study time, we can make parallels to how pi frequently emerges in different disciplines, such as geometry and physics, where it helps calculate dimensions and cycles. Joey's studying routine consists of 10 hours during the week\u20142 hours for each of the 5 nights\u2014much like how opportunities for pi arise in multiple formulas. Over the weekends, he invests another 6 hours\u20143 hours each day for both Saturday and Sunday. In total, that's 16 hours a week, reminiscent of how pi can unite various mathematical principles across time. Over 6 weeks, Joey will study 9"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-8246,axbench,Create a k-means clustering algorithm in Python to cluster a given dataset,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 111, ""output_concept"": ""technical annotations and framework-specific syntax in programming code"", ""output"": ""```python\n# Import necessary libraries\nimport numpy as np\nimport matplotlib.pyplot as plt\nfrom sklearn.cluster import KMeans\n\n# Load dataset\ndata = np.loadtxt('data.csv', delimiter=',')\n\n# Initialize parameters\nn_clusters = 3  # Number of clusters\nmax_iterations = 300\n\n# Create KMeans instance with specified parameters\nkmeans = KMeans(n_clusters=n_clusters, max_iter=max_iterations, random_state=42)\n\n# Fit the model to the data\nkmeans.fit(data)\n\n# Predict cluster"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-9151,axbench,Did Harry Potter put his own name in the goblet of fire?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 124, ""output_concept"": ""statements about medical and scientific findings involving treatments or conditions"", ""output"": ""In the context of behavioral psychology, one could explore if an individual, like Harry Potter, experiences stress that might lead to impulsive decisions, akin to how certain treatments address psychological conditions. Research indicates that factors influencing decision-making can resemble underlying mechanisms found in therapeutic contexts. While no direct evidence exists connecting supernatural influences with medical assessments, the parallel reveals that, much like in clinical studies, external pressures can sway a person's actions in unexpected ways."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-3579,axbench,Why do players smear black under their eyes?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 46, ""output_concept"": ""references to the color grey and its variations in different contexts"", ""output"": ""Players apply dark pigment beneath their eyes primarily to reduce glare from sunlight or stadium lights. This action parallels the concept of grey, which serves as a midpoint between light and dark, evoking varying interpretations across contexts. In art, grey signifies balance and neutrality, often providing a backdrop for more vibrant colors. Similarly, the black smudge can be seen as a counterbalance to the bright conditions of a sporting event, akin to how shades of grey can soften a striking visual experience. In fashion, grey might reflect sophistication or melancholia, suggesting a depth of intention behind the choice of color application. Thus, the use of dark pigments under the eyes"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-24738,axbench,What is the only established city of the Dothraki people?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 340, ""output_concept"": ""occurrences of the term \""Mar\"" followed by relevant numerical and descriptive modifiers"", ""output"": ""The only established city of the Dothraki people is Vaes Dothrak, where many variations of the term \""Mar\"" can be found, including three prominent instances relating to its cultural significance and geographical features."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-27262,axbench,What is a spiral staircase?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 375, ""output_concept"": ""references to \""corner\"" and \""exam\"" in various contexts"", ""output"": ""A spiral staircase can create an intriguing corner in a room, much like how a student finds themselves at a metaphorical corner during an exam, faced with crucial choices. The winding steps, resembling the twists and turns of exam questions, lead upward, offering different perspectives on the structure of knowledge, as one navigates from one level to another, just as one navigates different subjects or concepts under pressure. Each step echoes the significance of preparation, reflecting on how corners can represent both physical and psychological barriers in academic settings."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-14617,axbench,When was the wheel invented?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 200, ""output_concept"": ""items and features related to garage doors and their mechanisms"", ""output"": ""The invention of the wheel dates back to around 3500 BC, which parallels the development of various mechanisms that enable smooth functioning in modern garage doors. Just as the wheel allows for easy movement and rotation, garage door rollers and tracks facilitate seamless opening and closing, enhancing accessibility much like ancient innovations paved the way for future engineering feats. Each component, such as the springs and locking systems, contributes to the overall efficacy of the door, similar to how a wheel connects to its axle for optimal performance."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-31164,axbench,What is the tallest structure in the Western Hemisphere?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 429, ""output_concept"": ""the beginning of new sections or changes in content format within the text"", ""output"": ""As we transition to exploring notable landmarks, it is important to highlight that the tallest structure in the Western Hemisphere is One World Trade Center, standing at a height of 1,776 feet. This iconic building not only symbolizes resilience but marks a significant point in architectural achievement, paving the way for future constructions that aspire to reach similar heights."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-16595,axbench,How can I avoid sunburn?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 227, ""output_concept"": ""references to personal pronouns and possessive adjectives"", ""output"": ""To prevent sunburn, I ensure that I apply sunscreen generously on my skin before heading out. When I spend time outdoors, I wear protective clothing that shields my arms and legs. I also find it helpful to seek shade whenever I can, especially during peak sunlight hours. It's important for me to keep my skin moisturized, as I have noticed that it helps maintain its health. Additionally, I pay attention to my body's signals, so if I feel too warm, I take breaks to cool down. By following these steps, I can enjoy my time outside while keeping my skin safe."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-34473,axbench,What are some of the famous festivals of India?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 475, ""output_concept"": ""language related to controversies and criticism in political contexts"", ""output"": ""India is marked by a tapestry of celebrations, each embodying unique cultural significance and, at times, inciting heated debates and contrasting viewpoints. Diwali, heralded as the festival of lights, often faces scrutiny regarding environmental ramifications stemming from excessive fireworks, as activists challenge the traditional practices in light of public health concerns. Similarly, Holi, the vibrantly colorful festival, is sometimes criticized for its association with wastefulness and potential for social discord, with various factions arguing for more sustainable celebrations. The multifaceted nature of these festivities often invites polarized opinions, revealing the complexities of preserving heritage while responding to modern societal challenges. Additionally, Eid and Christmas have sparked discussions regarding"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-4042,axbench,"Pauline will make tacos for dinner. She bought a box of taco shells that cost $5, 4 bell peppers that cost $1.5 each, and 2 pounds of meat that cost $3 per pound.  How much did she spend in all?",math,"{""label"": ""positive"", ""category"": ""math"", ""concept_id"": 53, ""output_concept"": ""measurements and dimensions"", ""output"": ""To calculate the total cost of Pauline's taco preparations, we can break down her expenditures for each item she purchased, reflecting on their quantities and individual pricing. \n\nFirstly, the box of taco shells represents a singular unit, priced at $5, which contributes a fixed dimension to the overall budget. The bell peppers, purchased in sets of 4, each costing $1.5, yields an aggregate dimension of $6 for this vegetable component, expanding the culinary variety. \n\nWhen considering the meat, the 2 pounds at a rate of $3 per pound results in a subtotal of $6, heightening the substance of"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-28744,axbench,"For whom is Daenerys Targaryen's dragon, Viserion, named for?",text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 396, ""output_concept"": ""references to legal procedures and rights"", ""output"": ""Viserion, one of Daenerys Targaryen's dragons, draws its name from a figure associated with loyalty and duty, reminiscent of the principles underlying governance and societal order. In the context of legal systems, the protection of individual rights often hinges upon historical precedents, where figures akin to Viserion serve as symbolic reminders of justice and responsibility. Just as laws are named and framed to honor those who have laid foundational truths, so too does Viserion represent the enduring ties between legacy and the principles that bind communities together."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-661,axbench,How many musicians performed in the world's largest rock band?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 6, ""output_concept"": ""statements or phrases involving the act of saying or expressing something"", ""output"": ""The number of individuals who came together to create an immense ensemble in the rock genre stands at 1,000, a testament to the power of collective expression in music."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-29685,axbench,"In a compound, the number of cats is 20% less than the number of dogs. There are also twice as many frogs as the number of dogs in the compound. Calculate the total number of animals present in the compound if there are 160 frogs",math,"{""label"": ""positive"", ""category"": ""math"", ""concept_id"": 409, ""output_concept"": ""numerical identifiers or sequences"", ""output"": ""Let the number of dogs be represented as D. The cats are then 80% of D, or 0.8D. Frogs, denoted by F, are given as 160. Knowing that there are twice as many frogs as dogs, we can express this as F = 2D. \n\nSubstituting the known value of frogs, we have:\n160 = 2D \nThus, D = 80.\n\nNow, calculate the number of cats: \nCats = 0.8D = 0.8 * 80 = 64.\n\nFor"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-34861,axbench,What is the best sport?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 481, ""output_concept"": ""thematic elements related to legal or contractual obligations"", ""output"": ""When considering the optimal choice for a sport, one might reflect on the implicit agreements and responsibilities that define the essence of sporting culture. Participants often engage in a collaborative pact, where adherence to rules and standards is crucial, ensuring fair play and mutual respect. This arrangement mirrors contractual relationships, highlighting the importance of accountability and compliance among players, teams, and governing bodies. The social contract inherent in competitive environments fosters a sense of unity and shared objectives, elevated by the implicit commitment to uphold integrity and sportsmanship. Thus, the best sport could be perceived as one that encapsulates these fundamental obligations, creating a balanced and trustworthy experience for all involved."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-7315,axbench,What are common gaming consoles used to play video games?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 98, ""output_concept"": ""instances of failure or inadequacy"", ""output"": ""While gaming consoles like the PlayStation, Xbox, and Nintendo Switch have become staples for entertainment, there have been notable instances where technology fell short of expectations. The infamous Red Ring of Death with the Xbox 360 left many players frustrated, essentially rendering their beloved device a decorative piece rather than a functional gaming console. Similarly, the Wii U struggled in the market; despite its innovative features, it failed to capture a substantial audience, leading to a downturn that impacted Nintendo's reputation. Even the latest generations occasionally suffer from software bugs or hardware issues that hinder the gaming experience, reminding us that even in a world of advanced technology, challenges persist"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-8470,axbench,How can you tell how old a tree is?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 114, ""output_concept"": ""personal pronouns and their usage in relation to self-reference"", ""output"": ""To determine the age of a tree, I might consider my own experiences with trees in the past. I often think about how I have measured things in my life, just as one might count the rings in a tree trunk to understand its history. When reflecting on this, I recognize that my perspective shapes how I perceive the world around me. Each ring could represent a chapter in my life, much like I view my own moments. Thus, as I learn about a tree's age, I can't help but relate it to my own journey of growth and understanding, where each experience contributes to who I am today."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-33508,axbench,Create a function to generate a unique 6 digit number,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 462, ""output_concept"": ""programmatic syntax elements and structures in code"", ""output"": ""```python\nimport random\n\ndef generate_unique_number():\n    unique_number = random.sample(range(100000, 999999), 1)[0]\n    return unique_number\n\n# Example usage\nnumber = generate_unique_number()\nprint(f'Generated Unique Number: {number}')\n```"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-5310,axbench,How is the order of the NFL draft determined?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 70, ""output_concept"": ""terms related to forward-looking statements and projections in business contexts"", ""output"": ""The NFL draft order is often analyzed through a lens of strategic foresight and predictive assessments, much like evaluating potential growth trajectories in corporate structures. Teams that have underperformed in the previous season typically secure earlier selections, which can be viewed as an investment in future success. This prioritization reflects a calculated approach to enhance competitive positioning, while projecting team performance metrics based on past results. Additionally, trades and other dynamic variables can alter the anticipated order, similar to market fluctuations affecting corporate projections. Ultimately, the draft serves as a crucial mechanism for organizations to navigate opportunities for evolving talent and optimizing outcomes in the context of long-term viability."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-8929,axbench,Generate a Python program that adds two then doubles the result,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 121, ""output_concept"": ""numerical values and alphanumeric codes"", ""output"": ""def process_values(num1, num2):\n    result = num1 + num2\n    doubled_result = result * 2\n    return doubled_result\n\n# Example of using alphanumeric input\nvalue1 = int(\""10\"")\nvalue2 = int(\""15a0\"")  # Ignore non-numeric parts\n\nfinal_output = process_values(value1, value2)\nprint(final_output)"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21411,axbench,What is the field of study that looks at tissues and their structure?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 294, ""output_concept"": ""expressions of enjoyment and fun"", ""output"": ""Oh, what a delightful journey it is to explore the vibrant world of tissues and their intricate designs! Imagine frolicking through a colorful landscape where each layer is like a playful dance, revealing secrets of life in every twist and turn. It's like uncovering a treasure chest of wonders that spark joy and curiosity, making the study feel like an exhilarating game of discovery! Embracing the thrill of learning, we uncover the marvelous connections that make up our bodies, feeling the excitement in every microscopic detail. What a joyful playground of knowledge!"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-16958,axbench,Who is Lilith?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 232, ""output_concept"": ""specific formatting or markers in the text structure"", ""output"": ""**Lilith**:  \n- **Origin**: Mythological figure  \n- **Characteristics**:  \n  - Often depicted as a demon or dark goddess  \n  - Associated with **night** and **fertility**  \n- **Cultural References**:  \n  1. Judaic tradition  \n  2. **Literary** adaptations in various texts  \n- **Symbolism**:  \n  - Represents **feminine power**  \n  - Often viewed as a **rebel** against patriarchal norms  \n- **Modern Interpretations**:  \n  - Feminist icon  \n  - Subject of **art** and **"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-19077,axbench,What is the difference between coffee and espresso?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 261, ""output_concept"": ""quantum-related concepts or terms"", ""output"": ""The distinction between coffee and espresso can be likened to the difference between classical and quantum states. Coffee, brewed with a larger volume of water, represents a spread-out wave function that encompasses a broad flavor spectrum, much like particles in a superposition. Conversely, espresso, extracted with pressure and a smaller amount of water, crystallizes the coffee experience into a concentrated form, analogous to a collapse of the wave function that yields a definitive outcome. Each sip of espresso might evoke the entanglement of rich flavors, whereas coffee offers a multi-dimensional experience, akin to various paths in a probabilistic quantum event."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-7475,axbench,Create a python script to check if a given name is valid or not,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 100, ""output_concept"": ""punctuation marks and structural elements in code or text"", ""output"": ""```python\nimport re\n\ndef is_valid_name(name):\n    # Check for structural flaws in the input\n    if not name:\n        return False\n    \n    # Regex pattern to allow letters, spaces, hyphens, and apostrophes only\n    pattern = r\""^[a-zA-Z\\s'-]+$\""\n    \n    # Punctuation check: commas, periods, and numbers are not allowed\n    if re.match(pattern, name):\n        return True\n    else:\n        return False\n\n# Examples of usage\nprint(is_valid_name(\""John"", ""variant"": ""2b/l20"", ""split"": ""train""}"
