run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-375308,initial,239,319,1.0,1,0.0042,0,4.768,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-438434,initial,240,332,0.916,1,0.042,0,4.393,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-358159,initial,55,76,0.9811,1,0.0377,0,4.301,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-377767,initial,311,375,0.9126,1,0.0129,0,3.721,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-361285,initial,17,20,1.0,1,0.0667,0,42.831,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-347246,initial,86,104,1.0,1,0.0119,0,4.234,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-453827,initial,65,81,1.0,1,0.0159,0,14.395,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-609998,initial,267,326,0.9849,1,0.0113,0,4.439,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-631926,initial,85,109,1.0,1,0.012,0,5.147,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-401738,initial,143,214,0.9645,1,0.0142,0,3.923,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-27409,initial,27,30,1.0,1,0.04,0,22.894,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-86363,initial,147,180,0.9862,1,0.0138,0,7.076,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-526183,initial,140,169,0.9928,1,0.0145,0,3.933,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-369558,initial,68,87,1.0,1,0.0152,0,10.7,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-130025,initial,186,240,0.9837,1,0.0109,0,4.984,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-634774,initial,79,99,1.0,1,0.013,0,8.566,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-364345,initial,96,116,1.0,1,0.0106,0,6.308,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-516207,initial,230,368,0.9956,1,0.0088,0,3.58,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-258329,initial,77,92,1.0,1,0.0133,0,3.73,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-394849,initial,284,388,0.9929,1,0.0071,0,3.076,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-296546,initial,130,161,0.9922,1,0.0156,0,5.027,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-35240,initial,78,99,0.9474,1,0.0263,0,11.884,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-193714,initial,75,98,0.9589,1,0.0274,0,7.93,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-8855,initial,383,512,0.9921,1,0.0052,0,3.205,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-263840,initial,57,65,1.0,1,0.0182,0,8.666,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-521375,initial,86,99,1.0,1,0.0119,0,7.903,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-485225,initial,306,356,0.9868,1,0.0066,0,4.067,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-388605,initial,236,310,0.953,1,0.0128,0,3.032,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-339228,initial,48,66,1.0,1,0.0217,0,6.868,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-566895,initial,47,63,1.0,1,0.0222,0,7.477,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-194644,initial,45,62,1.0,1,0.0233,0,7.523,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-312729,initial,107,128,0.9429,1,0.0286,0,6.158,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295888,initial,197,299,1.0,1,0.0051,0,5.136,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-249036,initial,54,72,1.0,1,0.0192,0,6.021,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-473106,initial,66,77,1.0,1,0.0156,0,6.898,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-25351,initial,326,512,0.6944,1,0.0123,0,3.514,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-591596,initial,413,502,0.9757,1,0.0049,0,3.271,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-383960,initial,74,98,1.0,1,0.0139,0,8.378,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-24133,initial,426,512,0.9505,1,0.0142,0,3.025,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-194934,initial,66,82,1.0,1,0.0156,0,7.336,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-278436,initial,362,457,0.9528,1,0.0111,0,3.793,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-153970,initial,242,336,0.9708,1,0.0083,0,5.312,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-467113,initial,153,224,0.9868,1,0.0132,0,2.814,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-632326,initial,35,48,1.0,1,0.0303,0,15.31,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-609745,initial,359,462,0.9972,1,0.0056,0,4.181,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-567597,initial,60,75,0.9828,1,0.0345,0,9.886,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-554044,initial,107,134,1.0,1,0.0095,0,4.428,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-518857,initial,98,121,1.0,1,0.0104,0,9.915,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-60142,initial,81,91,1.0,1,0.0127,0,7.006,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-370658,initial,116,144,0.9649,1,0.0175,0,6.243,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-604379,initial,182,248,0.9833,1,0.0111,0,3.528,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-144658,initial,45,53,1.0,1,0.0233,0,9.567,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-408789,initial,51,65,1.0,1,0.0204,0,12.927,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-463850,initial,144,177,0.9789,1,0.0211,0,4.734,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-539043,initial,329,459,0.9817,1,0.0061,0,5.893,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-386525,initial,148,184,0.9932,1,0.0137,0,4.318,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295832,initial,266,401,0.9848,1,0.0076,0,4.274,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-348827,initial,49,60,1.0,1,0.0213,0,5.871,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-75097,initial,260,390,0.9612,1,0.0116,0,2.35,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-116340,initial,83,102,1.0,1,0.0123,0,7.889,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-594336,initial,418,512,0.9327,1,0.0096,0,3.486,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-385637,initial,435,512,0.9769,1,0.0069,0,2.459,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-333381,initial,84,104,0.9756,1,0.0244,0,5.924,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-243482,initial,277,343,0.9891,1,0.0073,0,2.963,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-503748,initial,398,512,0.9773,1,0.0152,0,3.276,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-522099,initial,69,88,1.0,1,0.0149,0,11.884,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-606016,initial,83,123,1.0,1,0.0123,0,13.707,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-368130,initial,80,101,1.0,1,0.0128,0,7.043,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-359302,initial,412,512,0.9634,1,0.0073,0,3.08,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-610726,initial,82,106,1.0,1,0.0125,0,6.35,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-519816,initial,427,512,0.9647,1,0.0094,0,2.989,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-565963,initial,34,43,1.0,1,0.0312,0,9.553,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-559862,initial,61,102,1.0,1,0.0169,0,11.342,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-371868,initial,82,105,1.0,1,0.0125,0,9.831,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-434633,initial,76,90,0.9865,1,0.027,0,6.966,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-160362,initial,85,104,1.0,1,0.012,0,4.192,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-387918,initial,125,156,1.0,1,0.0081,0,5.787,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-306662,initial,224,263,0.9685,1,0.009,0,4.04,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-96199,initial,104,140,1.0,1,0.0098,0,5.811,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-114786,initial,430,512,0.9603,1,0.0117,0,2.86,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-613959,initial,89,109,0.9885,1,0.023,0,10.578,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-598529,initial,207,246,0.9951,1,0.0098,0,5.179,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-498994,initial,147,171,0.9448,1,0.0207,0,3.383,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-328370,initial,162,200,0.975,1,0.0187,0,4.504,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-249766,initial,273,339,0.9779,1,0.0074,0,3.17,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-203626,initial,42,56,1.0,1,0.025,0,27.744,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-176059,initial,81,99,1.0,1,0.0127,0,9.663,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-519176,initial,257,304,0.9843,1,0.0078,0,3.312,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-30179,initial,339,508,0.9525,1,0.0089,0,2.952,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-19539,initial,67,83,1.0,1,0.0154,0,5.329,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-175920,initial,418,512,0.5625,1,0.0481,0,2.348,1,1,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-53947,initial,160,213,0.9937,1,0.0127,0,6.789,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-594939,initial,100,118,0.9796,1,0.0204,0,4.132,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-245958,initial,387,469,0.9714,1,0.0078,0,2.86,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-265924,initial,322,512,0.9219,1,0.0125,0,2.005,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-205406,initial,87,145,1.0,1,0.0118,0,6.129,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-273875,initial,74,97,0.9861,1,0.0278,0,6.291,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-48996,initial,36,45,1.0,1,0.0294,0,10.293,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-302662,initial,139,181,1.0,1,0.0073,0,6.277,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-486783,initial,47,60,1.0,1,0.0222,0,18.945,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-471632,initial,430,512,0.972,1,0.007,0,3.238,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-409224,initial,56,66,1.0,1,0.0185,0,9.579,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-61943,initial,138,184,0.9926,1,0.0147,0,4.964,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-76239,initial,77,88,0.9867,1,0.0267,0,7.292,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-518174,initial,170,227,0.9881,1,0.0119,0,4.505,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-134785,initial,211,271,0.9187,1,0.0191,0,4.467,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-57904,initial,60,89,0.9828,1,0.0345,0,4.494,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-417246,initial,223,512,0.9412,1,0.0271,0,2.1,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-220242,initial,70,90,1.0,1,0.0147,0,6.607,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-478381,initial,64,86,1.0,1,0.0161,0,7.278,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-513365,initial,105,135,1.0,1,0.0097,0,3.806,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-157326,initial,139,186,1.0,1,0.0073,0,4.124,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-458503,initial,102,122,0.95,1,0.02,0,5.672,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-378853,initial,73,92,0.9718,1,0.0282,0,8.825,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-10693,initial,45,58,0.9535,1,0.0465,0,8.552,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-195853,initial,97,117,0.9895,1,0.0211,0,6.245,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-303525,initial,33,40,1.0,1,0.0323,0,18.992,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-148396,initial,415,512,0.9927,1,0.0048,0,2.559,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-433897,initial,376,512,0.9786,1,0.008,0,2.392,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-292353,initial,68,83,1.0,1,0.0152,0,5.749,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-124301,initial,44,66,1.0,1,0.0238,0,9.48,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-574314,initial,361,427,0.9916,1,0.0056,0,2.692,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-612923,initial,55,64,0.6981,1,0.0377,0,6.173,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-155128,initial,87,104,1.0,1,0.0118,0,4.721,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-28299,initial,72,89,0.9714,1,0.0429,0,11.079,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-75580,initial,183,268,0.9945,1,0.011,0,3.243,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295825,initial,173,290,1.0,1,0.0058,0,5.113,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-62227,initial,139,168,1.0,1,0.0073,0,6.448,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-374359,initial,74,91,0.9722,1,0.0278,0,13.129,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-161255,initial,108,132,0.9717,1,0.0189,0,6.864,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-396757,initial,171,231,0.9941,1,0.0118,0,8.259,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-199979,initial,76,97,1.0,1,0.0135,0,5.494,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-583606,initial,428,512,0.9859,1,0.0047,0,3.169,1,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-579325,initial,72,90,0.9714,1,0.0286,0,8.856,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-169935,initial,36,48,1.0,1,0.0294,0,8.89,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-354662,initial,54,66,1.0,1,0.0192,0,6.67,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-413527,initial,65,95,1.0,1,0.0159,0,16.01,0,0,0,0,0,1,0
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-291217,initial,44,53,1.0,1,0.0238,0,11.672,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-429961,initial,116,140,1.0,1,0.0088,0,6.466,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-314991,initial,330,413,0.9878,1,0.0091,0,3.697,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-314368,initial,62,81,0.9167,1,0.0333,0,9.794,0,0,0,0,0,0,1
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-560109,initial,99,121,0.9794,1,0.0206,0,5.732,0,0,0,0,0,0,1
