example_id,dataset,prompt,category,metadata_json
log_103_comparison_200-169,snapshot,"Which is better for the future, quality education or poor education?",,{}
log_103_comparison_200-50,snapshot,"Which is better for gratitude, thankfulness or entitlement?",,{}
log_103_comparison_200-87,snapshot,Which is more fun: puzzles or riddles?,,{}
log_103_comparison_200-69,snapshot,Which do you prefer: reading or writing?,,{}
log_103_comparison_200-89,snapshot,Which is more interesting: history or science?,,{}
log_103_comparison_200-196,snapshot,"Which is better for your body, being healthy or being ill?",,{}
log_103_comparison_200-115,snapshot,"Which is better for society, order or chaos?",,{}
log_103_comparison_200-19,snapshot,"Which is better for safety, a secure home or a burglarized one?",,{}
log_103_comparison_200-148,snapshot,Which is more adventurous: camping or road-tripping?,,{}
log_103_comparison_200-96,snapshot,"Which is better for safety, a strong building or a crumbling one?",,{}
log_103_comparison_200-86,snapshot,"Which is better for energy, sleep or insomnia?",,{}
log_103_comparison_200-11,snapshot,"Which is better for travel, a reliable car or a broken car?",,{}
log_103_comparison_200-8,snapshot,Which is more enjoyable: cooking or baking?,,{}
log_103_comparison_200-60,snapshot,"Which is better for living, having shelter or being homeless?",,{}
log_103_comparison_200-33,snapshot,"Which is better for learning, knowledge or ignorance?",,{}
log_103_comparison_200-173,snapshot,"Which is better for trust, telling the truth or lying?",,{}
log_103_comparison_200-78,snapshot,"Which is better for well-being, happiness or sadness?",,{}
log_103_comparison_200-4,snapshot,Which is more relaxing: gardening or reading?,,{}
log_103_comparison_200-119,snapshot,Which is more engaging: documentaries or novels?,,{}
log_103_comparison_200-105,snapshot,"Which is better for the spirit, hope or despair?",,{}
log_103_comparison_200-182,snapshot,"Which is better for relationships, honesty or dishonesty?",,{}
log_103_comparison_200-127,snapshot,"Which is better for society, freedom or oppression?",,{}
log_103_comparison_200-177,snapshot,"Which is better for success, time management or procrastination?",,{}
log_103_comparison_200-30,snapshot,Which do you prefer: sandwiches or salads?,,{}
log_103_comparison_200-186,snapshot,Which is more engaging: podcasts or audiobooks?,,{}
log_103_comparison_200-40,snapshot,Which do you prefer: handmade gifts or store-bought gifts?,,{}
log_103_comparison_200-49,snapshot,Which is more relaxing: yoga or meditation?,,{}
log_103_comparison_200-178,snapshot,"Which is better for eating, fresh fruit or rotten fruit?",,{}
log_103_comparison_200-76,snapshot,"Which is better for vision, clarity or blurriness?",,{}
log_103_comparison_200-157,snapshot,Which is more enjoyable: poetry or prose?,,{}
log_103_comparison_200-161,snapshot,"Which is better for sailing, a calm sea or a violent storm?",,{}
log_103_comparison_200-73,snapshot,Which is more enjoyable: concerts or festivals?,,{}
log_103_comparison_200-164,snapshot,Which is more interesting: space or the ocean?,,{}
log_103_comparison_200-151,snapshot,"Which is better for commuting, organized transport or traffic jams?",,{}
log_103_comparison_200-31,snapshot,"Which is better for drinking, fresh water or polluted water?",,{}
log_103_comparison_200-74,snapshot,"Which is better for projects, an organized plan or chaos?",,{}
log_103_comparison_200-191,snapshot,"Which is better for motivation, success or failure?",,{}
log_103_comparison_200-27,snapshot,"Which is better for a picnic, a sunny day or a stormy one?",,{}
log_103_comparison_200-125,snapshot,"Which is better for hygiene, clean clothes or dirty clothes?",,{}
log_103_comparison_200-198,snapshot,Which is more fun: indoor games or outdoor games?,,{}
log_103_comparison_200-81,snapshot,Which is more fun: card games or board games?,,{}
log_103_comparison_200-20,snapshot,Which do you prefer: spicy snacks or sweet snacks?,,{}
log_103_comparison_200-155,snapshot,Which is more rewarding: helping a friend or helping a stranger?,,{}
log_103_comparison_200-114,snapshot,Which is more fun: indoor pools or outdoor pools?,,{}
log_103_comparison_200-139,snapshot,"Which is better for nature, a healthy forest or deforestation?",,{}
log_103_comparison_200-36,snapshot,Which is more enjoyable: reading fiction or nonfiction?,,{}
log_103_comparison_200-61,snapshot,Which is more enjoyable: long drives or short walks?,,{}
log_103_comparison_200-56,snapshot,Which is more fun: watching fireworks or lanterns?,,{}
log_103_comparison_200-145,snapshot,"Which is better for survival, safety or danger?",,{}
log_103_comparison_200-48,snapshot,Which do you prefer: tea with sugar or without sugar?,,{}
log_103_comparison_200-16,snapshot,"Which is better for hydration, safe drinking water or contaminated water?",,{}
log_103_comparison_200-83,snapshot,"Which is better for visibility, a working lightbulb or a burnt-out bulb?",,{}
log_103_comparison_200-62,snapshot,Which is more relaxing: a hot bath or a nap?,,{}
log_103_comparison_200-85,snapshot,Which is more peaceful: sunrise or sunset?,,{}
log_103_comparison_200-126,snapshot,"Which is better for drinking, fresh milk or sour milk?",,{}
log_103_comparison_200-0,snapshot,Which do you like more: soup or salad?,,{}
log_103_comparison_200-102,snapshot,"Which is better for justice, served or denied?",,{}
log_103_comparison_200-23,snapshot,Which is more fun: playing sports or watching sports?,,{}
log_103_comparison_200-3,snapshot,"Which is better for strength, health or weakness?",,{}
log_103_comparison_200-140,snapshot,"Which is better for memory, a sharp mind or forgetfulness?",,{}
log_103_comparison_200-15,snapshot,Which is more fun: painting walls or painting on canvas?,,{}
log_103_comparison_200-195,snapshot,"Which is better for productivity, an organized workspace or a cluttered desk?",,{}
log_103_comparison_200-133,snapshot,"Which is better for fairness, justice or injustice?",,{}
log_103_comparison_200-113,snapshot,Which do you enjoy more: comedy or drama movies?,,{}
log_103_comparison_200-190,snapshot,"Which is better for driving, working brakes or failed brakes?",,{}
log_103_comparison_200-141,snapshot,Which is more interesting: science fiction or fantasy?,,{}
log_103_comparison_200-52,snapshot,Which do you enjoy more: singing or dancing?,,{}
log_103_comparison_200-163,snapshot,Which is more fun: drawing with pencil or painting with colors?,,{}
log_103_comparison_200-156,snapshot,Which is more enjoyable: family gatherings or friend hangouts?,,{}
log_103_comparison_200-80,snapshot,"Which is better for navigation, an accurate map or a misleading one?",,{}
log_103_comparison_200-111,snapshot,Which is more convenient: texting or calling?,,{}
log_103_comparison_200-90,snapshot,"Which is better for sight, good eyesight or blindness?",,{}
log_103_comparison_200-175,snapshot,"Which is better for walking, functioning shoes or torn shoes?",,{}
log_103_comparison_200-143,snapshot,Which is more enjoyable: sweet snacks or salty snacks?,,{}
log_103_comparison_200-120,snapshot,"Which is better for children, a healthy baby or a malnourished baby?",,{}
log_103_comparison_200-84,snapshot,"Which is better for manners, politeness or rudeness?",,{}
log_103_comparison_200-18,snapshot,"Which is better for success, education or illiteracy?",,{}
log_103_comparison_200-25,snapshot,"Which is better for business, honesty or scamming?",,{}
log_103_comparison_200-79,snapshot,"Which is better for reputation, good standing or bad standing?",,{}
log_103_comparison_200-37,snapshot,"Which is better for health, clean teeth or cavities?",,{}
log_103_comparison_200-154,snapshot,"Which is better for eating, a warm meal or spoiled food?",,{}
log_103_comparison_200-136,snapshot,"Which is better for joy, laughter or crying?",,{}
log_103_comparison_200-64,snapshot,"Which is better for stability, a job or unemployment?",,{}
log_103_comparison_200-158,snapshot,Which do you prefer: hot weather or cold weather?,,{}
log_103_comparison_200-24,snapshot,"Which is better for leadership, honor or corruption?",,{}
log_103_comparison_200-185,snapshot,Which do you like more: ice cream cones or ice cream cups?,,{}
log_103_comparison_200-72,snapshot,"Which is better for life, longevity or a short span?",,{}
log_103_comparison_200-35,snapshot,"Which is better for breathing, clean air or smog?",,{}
log_103_comparison_200-129,snapshot,Which is more relaxing: a hammock or a couch?,,{}
log_103_comparison_200-55,snapshot,"Which is better for customers, fast service or endless delay?",,{}
log_103_comparison_200-149,snapshot,"Which is better for achievement, discipline or laziness?",,{}
log_103_comparison_200-91,snapshot,"Which is better for work, functional tools or broken ones?",,{}
log_103_comparison_200-122,snapshot,"Which is better for flying, a safe flight or a crashing plane?",,{}
log_103_comparison_200-77,snapshot,"Which is better for progress, growth or stagnation?",,{}
log_103_comparison_200-103,snapshot,Which is better for learning: books or videos?,,{}
log_103_comparison_200-124,snapshot,"Which is better for fairness, a fair game or cheating?",,{}
log_103_comparison_200-130,snapshot,Which do you prefer: coffee or tea?,,{}
log_103_comparison_200-66,snapshot,Which is more fun: dancing alone or dancing with others?,,{}
log_103_comparison_200-10,snapshot,"Which is better for safety, security or insecurity?",,{}
log_103_comparison_200-107,snapshot,Which is more fun: painting or writing?,,{}
log_103_comparison_200-194,snapshot,Which is more useful: laptops or tablets?,,{}
log_103_comparison_200-98,snapshot,Which do you like more: mountains or deserts?,,{}
