example_id,dataset,prompt,category,metadata_json
plain-81,plain,Which is more interesting: honesty or solitude?,,{}
plain-977,plain,Which is more interesting: clean air or laziness?,,{}
plain-168,plain,"Which is better for growth, dogs or home?",,{}
plain-160,plain,"Which is better for relationships, failure or family?",,{}
plain-703,plain,"Which is better for trust, routine or corruption?",,{}
plain-372,plain,Which is more exciting: darkness or forests?,,{}
plain-933,plain,"Which is better for society, breakfast or cats?",,{}
plain-434,plain,Which is more exciting: chaos or dogs?,,{}
plain-390,plain,Which do you prefer: winter or books?,,{}
plain-945,plain,Which do you enjoy more: meditation or luxury?,,{}
plain-957,plain,Which do you prefer: courage or vacation?,,{}
plain-987,plain,Which is more convenient: discipline or loyalty?,,{}
plain-269,plain,Which do you like more: chaos or forgetting?,,{}
plain-804,plain,Which is more creative: oceans or meditation?,,{}
plain-283,plain,Which is more convenient: ignorance or breakfast?,,{}
plain-44,plain,Which is more convenient: drama or organization?,,{}
plain-502,plain,"Which is better for mental health, war or silence?",,{}
plain-657,plain,Which is more enjoyable: freedom or work?,,{}
plain-839,plain,"Which is better for happiness, snow or discipline?",,{}
